"Product Name",Category,age_range,purchase_count,profit
"SV Hand Games for 12-16 boys E60 Black","Games and Toys",60+,65,156.56
"Litware Washer & Dryer 24in M260 Green","Home Appliances",60+,8,10562.85
"Contoso Telephoto Conversion Lens X400 White","Cameras and camcorders",60+,18,6643.15
"Contoso 4G MP3 Player E400 Black",Audio,60+,29,804.49
"MGS Fable: The Lost Chapters E107","Games and Toys",60+,38,1043.1
"The Phone Company PDA GPS Phone 3.7 inch M930 Black","Cell phones",60+,44,6879.95
"MGS Shadow-run M230","Games and Toys",60+,24,867.77
"Proseware LCD15 E103 Black",Computers,60+,21,1056.27
"MGS Age of Empires III 2008 E139","Games and Toys",60+,29,506.73
"Contoso Finger Touch Screen Phones M30 Black","Cell phones",60+,92,9629.75
"Proseware Duplex Scanner M200 Green",Computers,60+,27,2094.89
"The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver","Cell phones",60+,53,7992.04
"Proseware Laser Fax Printer M250 White",Computers,60+,3,191.22
"Contoso Microwave 2.2CuFt M0125 White","Home Appliances",60+,10,1172.88
"The Phone Company PDA Wifi 3.7-inch M250 Black","Cell phones",60+,42,7564.1
"Contoso Projector 480p M480 White",Computers,60+,9,1108.57
"Proseware Office Jet All-in-One Printer M500 White",Computers,60+,12,1105.9
"SV Hand Games for students E40 Black","Games and Toys",60+,67,225.72
"Adventure Works LCD22W M200 Black",Computers,60+,23,11405.64
"A. Datum Ultra Compact Digital Camera M190 Green","Cameras and camcorders",60+,9,781.76
"Contoso 4-Line Expandable Cordless Phone System M900 Black","Cell phones",60+,18,203.54
"Proseware LCD22W M2001 White",Computers,60+,13,5834.92
"Proseware Screen 113in X1609 Silver",Computers,60+,12,2009.6
"NT Bluetooth Active Headphones E202 Red",Audio,60+,85,1756.62
"Fabrikam Coffee Maker 12C M100 Grey","Home Appliances",60+,4,961.44
"Contoso SLR Camera 35" M358 Blue","Cameras and camcorders",60+,3,523.72
"Proseware LCD19W M100 Black",Computers,60+,29,3047.52
"Litware 180 CFM Vertical Discharge Fan X450 Red","Home Appliances",60+,12,1608.24
"Litware 16" White Oscillating Stand Fan E701 Black","Home Appliances",60+,3,42.78
"Fabrikam SLR Camera X150 Orange","Cameras and camcorders",60+,6,1792.56
"Headphone Adapter for Contoso Phone E130 White","Cell phones",60+,63,294.43
"Adventure Works Laptop8.9 E0890 Black",Computers,60+,24,3888.35
"Contoso Leather Case - case for digital photo camera X20 Black",Computers,60+,2,70.56
"Adventure Works 26" 720p LCD HDTV M140 White","TV and Video",60+,19,5125.56
"Contoso Microwave 0.9CuFt E0090 Red","Home Appliances",60+,16,811.47
"The Phone Company PDA Wifi 3.7-inch M250 White","Cell phones",60+,33,5621.76
"Litware 120mm Blue LED Case Fan E901 White","Home Appliances",60+,7,25.9
"MGS Rise of Nations: Gold Edition 2009 E143","Games and Toys",60+,24,467.91
"Contoso Home Theater System 7.1 Channel M1700 Brown","TV and Video",60+,2,1595.53
"SV Keyboard E10 Silver",Computers,60+,22,448.88
"Contoso ADSL Modem Splitter/Filter X 2 E200 White",Computers,60+,7,75.38
"NT Bluetooth Stereo Headphones E52 Blue",Audio,60+,121,1536.92
"Contoso Telephoto Conversion Lens M350 White","Cameras and camcorders",60+,27,1446.45
"Contoso Projector 1080p X981 Silver",Computers,60+,26,43562.42
"Contoso Air conditioner 6000BTU E0180 White","Home Appliances",60+,2,217.88
"Contoso Education Supplies Bundle E200 Black",Computers,60+,17,112.12
"MGS Age of Empires Expansion: The Rise of Rome 2009 E181","Games and Toys",60+,36,583.23
"Contoso 4 Handset Cordless Phone System M86 White","Cell phones",60+,27,548.88
"Litware Refrigerator 19CuFt M760 Red","Home Appliances",60+,10,4855.8
"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black",Computers,60+,25,2492.53
"MGS Flight Simulator 2002 M360","Games and Toys",60+,24,1254.16
"Contoso Air conditioner 10000BTU M0490 Grey","Home Appliances",60+,11,2480.8
"Adventure Works 19" Color Digital TV E35 White","TV and Video",60+,37,2531.95
"Proseware All-In-One Photo Printer M200 White",Computers,60+,16,1099.2
"Contoso Water Heater 4.3GPM M1250 Silver","Home Appliances",60+,40,18452.65
"Litware Refrigerator 1.7CuFt E120 Green","Home Appliances",60+,9,429.4
"The Phone Company PDA Handheld 3.5 inch M610 Silver","Cell phones",60+,26,3111.82
"The Phone Company PDA GPS Phone 3.5 inch M910 Black","Cell phones",60+,43,5642.67
"SV 2GB Laptop memory E800 Black",Computers,60+,16,408.89
"Fabrikam Home and Vacation Moviemaker 2/3" 17mm M103 Blue","Cameras and camcorders",60+,7,2339.48
"Proseware Projector 480p LCD12 Silver",Computers,60+,3,341.78
"Proseware Photo Smart All-in-One Printer M380 White",Computers,60+,9,733.23
"SV 16xDVD M330 Silver","TV and Video",60+,59,3472.32
"MGS Hand Games for 12-16 boys E600 Silver","Games and Toys",60+,71,169.62
"WWI LCD24W X300 Black",Computers,60+,71,38356.1
"Adventure Works 37" 1080p LCD HDTV M150W White","TV and Video",60+,60,37641.15
"Contoso Projector 1080p X981 White",Computers,60+,19,28625.91
"NT Wireless Transmitter and Bluetooth Headphones M150 Blue",Audio,60+,105,10513.09
"The Phone Company Touch Screen Phones 26-2.2" M200 Black","Cell phones",60+,55,7054.19
"The Phone Company Touch Screen Phone 1600 TFT-2.2" L200 Black","Cell phones",60+,84,30687.85
"SV 16xDVD M320 Silver","TV and Video",60+,47,3018.24
"Contoso SLR Camera 35" X358 Orange","Cameras and camcorders",60+,11,3741.85
"Contoso SLR Camera M143 Grey","Cameras and camcorders",60+,21,3323.18
"Litware Microwave 1.0CuFt E110 Red","Home Appliances",60+,15,1016.21
"Fabrikam Independent filmmaker 1/2'' 3mm X300 White","Cameras and camcorders",60+,12,12360.85
"Adventure Works Desktop PC2.33 XD233 Brown",Computers,60+,168,110972.84
"Fabrikam Refrigerator 1.7CuFt E1200 Green","Home Appliances",60+,15,918.57
"Adventure Works 20" LCD HDTV M120 Black","TV and Video",60+,31,5373.84
"A. Datum Super-zoom Digital Camera X300 Silver","Cameras and camcorders",60+,17,3018.36
"Contoso Rubberized Skin BlackBerry E100 Silver","Cell phones",60+,44,314.35
"A. Datum SLR-like Digital Camera M400 Silver","Cameras and camcorders",60+,9,1190
"MGS Age of Empires II: The Conquerors Expansion E125","Games and Toys",60+,35,542.72
"Litware Washer & Dryer 24in M260 Silver","Home Appliances",60+,27,24254.66
"MGS Zoo Tycoon Marine Mania E120","Games and Toys",60+,29,398.3
"Contoso 2G MP3 Player E200 Silver",Audio,60+,30,291.34
"WWI Floor Lamp M215 Grey","Home Appliances",60+,1,137.41
"Contoso 4-Line Corded Cordless Telephone M203 Grey","Cell phones",60+,47,814.75
"Litware Mobile Fan External USB Cooling Fan E601 Silver","Home Appliances",60+,6,96.72
"Contoso USB Cable M250 Yellow","Cameras and camcorders",60+,35,443.56
"The Phone Company Smart phones Unlocked M300 Gold","Cell phones",60+,43,6218.26
"A. Datum SLR Camera 35" M358 Orange","Cameras and camcorders",60+,18,3427.02
"Contoso Projector 1080p X980 Silver",Computers,60+,34,49378.09
"MGS Flight Simulator 2009 E168","Games and Toys",60+,19,293.01
"The Phone Company Smart phones 8 GB of Memory M400 Gold","Cell phones",60+,49,8251.01
"MGS Hand Games women M400 Silver","Games and Toys",60+,119,593.14
"The Phone Company Touch Screen Phones Infrared M901 Black","Cell phones",60+,87,14840.21
"Contoso Original K1m Li-Ion Standard Battery E170 White","Cell phones",60+,66,129.78
"A. Datum Ultra Compact Digital Camera M190 Silver","Cameras and camcorders",60+,19,1868.99
"Proseware Fax phone E100 Black",Computers,60+,19,826.68
"Contoso Mini Battery Charger Kit E320 Black","Cameras and camcorders",60+,38,479.76
"Fabrikam Independent filmmaker 1'' 25mm X400 White","Cameras and camcorders",60+,25,26636.52
"Adventure Works Desktop PC2.33 XD233 Silver",Computers,60+,118,76554.45
"The Phone Company Finger Touch Screen Phones M30 Grey","Cell phones",60+,76,8723.22
"MGS Classic Flight Collection X400","Games and Toys",60+,40,2827.34
"Contoso SLR Camera 35" X358 Pink","Cameras and camcorders",60+,7,2540.4
"The Phone Company PDA Phone Unlocked 3.5 inches M530 Black","Cell phones",60+,50,7831.75
"The Phone Company Touch Screen Phones SAW/On-wall M806 Gold","Cell phones",60+,63,10133.86
"The Phone Company Smart phones 8 GB of Memory M400 Black","Cell phones",60+,28,3673.4
"Adventure Works 37" 1080p LCD HDTV M150W Black","TV and Video",60+,43,25739.04
"A. Datum SLR Camera X142 Orange","Cameras and camcorders",60+,3,1128.04
"Contoso 4G MP3 Player E400 Green",Audio,60+,40,1122.41
"Contoso SLR Camera 35" X358 Silver Grey","Cameras and camcorders",60+,41,15144.09
"The Phone Company Smart phones without camera E100 Pink","Cell phones",60+,12,841.16
"A. Datum Rangefinder Digital Camera X200 Pink","Cameras and camcorders",60+,16,1990.35
"The Phone Company PDA Phone 3.7 inches M340 Black","Cell phones",60+,50,8356.92
"SV 16xDVD M350 Silver","TV and Video",60+,56,3666.57
"Contoso 16GB New Generation MP5 Player M1650 Black",Audio,60+,37,4568.13
"The Phone Company Touch Screen Phones - LCD M12 Black","Cell phones",60+,52,6073.53
"MGS Age of Empires II: The Age of Kings 2009 E180","Games and Toys",60+,52,810.42
"MGS Zoo Tycoon M380","Games and Toys",60+,26,1530.29
"Proseware Slim-Design Fax Machine with Answering System X180 Black",Computers,60+,10,1553.58
"Fabrikam Laptop8.9 M0801 Silver",Computers,60+,32,5599.95
"Litware Microwave 0.8CuFt E080 Black","Home Appliances",60+,11,465.73
"Proseware High-Performance Business-Class Laser Fax X200 Grey",Computers,60+,10,1570.64
"MGS Flight Simulator X Acceleration Expansion Pack M200","Games and Toys",60+,25,924.82
"Fabrikam SLR Camera 35" M358 Silver","Cameras and camcorders",60+,11,2013.37
"WWI LCD24W X300 White",Computers,60+,10,6964.65
"Contoso Air conditioner 7000BTU E0260 Silver","Home Appliances",60+,3,403.74
"Adventure Works Desktop PC1.80 ED182 White",Computers,60+,151,35583.9
"Contoso Battery charger - bike E200 White",Computers,60+,3,26.45
"Contoso Expandable 3-Handset Cordless Phone System M204 White","Cell phones",60+,27,594.29
"Fabrikam Laptop12 M2002 Red",Computers,60+,46,8490.16
"Fabrikam Microwave 1.6CuFt M1250 White","Home Appliances",60+,7,680.54
"SV Car Video LCD9.2W X9280 Silver","TV and Video",60+,22,14123.07
"NT Wireless Bluetooth Stereo Headphones M402 Green",Audio,60+,93,5002.9
"Fabrikam Trendsetter 1/3" 8.5mm X200 Blue","Cameras and camcorders",60+,36,22831.77
"Contoso Carrying Case E312 White","Cameras and camcorders",60+,35,834.94
"Fabrikam Laptop17 M7000 Black",Computers,60+,35,15370.46
"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black","Cell phones",60+,60,8664.18
"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White",Computers,60+,11,931.67
"MGS Rise of Nations2009 E152","Games and Toys",60+,38,787.22
"WWI Screen 100in M1609 White",Computers,60+,9,1070.54
"SV Hand Games for Office worker L28 Yellow","Games and Toys",60+,48,527.01
"SV Hand Games for 12-16 boys E60 Yellow","Games and Toys",60+,64,151.14
"Proseware Ink Jet Fax Machine E100 Black",Computers,60+,34,1345.69
"Contoso Digital Cordless Expansion Handset Phone M900 Grey","Cell phones",60+,12,201.76
"MGS Age of Empires 2008new M420","Games and Toys",60+,51,1487.67
"Proseware Projector 480p DLP12 Black",Computers,60+,4,805.47
"MGS MechWarrior 4 Mach Paks2009 E161","Games and Toys",60+,45,726.72
"The Phone Company Smart phones Unlocked International M800 Black","Cell phones",60+,32,5439.84
"Contoso Microwave 0.8CuFt E0080 Silver","Home Appliances",60+,19,834.8
"WWI Wireless Bluetooth Stereo Headphones M170 Silver",Audio,60+,99,5820.47
"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey",Computers,60+,22,2020.78
"WWI Projector 1080p DLP86 White",Computers,60+,23,36992.76
"Fabrikam SLR Camera 35" X358 Green","Cameras and camcorders",60+,18,5355.65
"A. Datum SLR Camera M141 Blue","Cameras and camcorders",60+,23,3875.96
"Litware Microwave 1.6CuFt M125 White","Home Appliances",60+,33,3246.26
"Contoso General Carrying Case E304 Silver","Cameras and camcorders",60+,23,233.03
"Contoso Phone Tough Skin Case E140 White","Cell phones",60+,46,534.13
"NT Wireless Bluetooth Stereo Headphones M402 Purple",Audio,60+,103,5641.16
"Contoso Microwave 2.2CuFt M0125 Silver","Home Appliances",60+,14,1512.28
"MGS Rise of Nations: Gold Edition M300","Games and Toys",60+,12,359.86
"MGS Flight Simulator 2009: A Century of Flight E151","Games and Toys",60+,38,795.59
"The Phone Company PDA Phone Unlocked 3.7 inches M510 White","Cell phones",60+,18,2421.71
"Proseware Ink Jet Wireless All-In-One Printer M400 Grey",Computers,60+,45,2900.82
"A. Datum SLR Camera 35" X358 Grey","Cameras and camcorders",60+,6,2320.74
"Fabrikam Laptop13.3 M3000 Red",Computers,60+,30,5354.98
"Fabrikam Refrigerator 3.2CuFt E1600 Brown","Home Appliances",60+,12,1708.43
"Contoso DVD 60 DVD Storage Binder L20 Red","Music, Movies and Audio Books",60+,88,1345.59
"NT Wireless Bluetooth Stereo Headphones E302 Silver",Audio,60+,108,2376.47
"The Phone Company Touch Screen Phones SAW/Built-in M801 Grey","Cell phones",60+,47,6892.59
"Proseware Projector 1080p DLP86 White",Computers,60+,11,22496.07
"Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White","Cameras and camcorders",60+,13,4632.3
"Proseware Laser Jet Color Printer X300 Black",Computers,60+,18,2665.86
"MGS Rise of Nations: Thrones and Patriots M320","Games and Toys",60+,23,894.79
"Fabrikam Budget Moviemaker 1'' 25mm E400 Black","Cameras and camcorders",60+,13,2827.73
"Fabrikam Microwave 1.0CuFt E1100 Grey","Home Appliances",60+,12,823.44
"Contoso Screen 80in E080 White",Computers,60+,9,418.98
"Proseware LCD19 E1000 White",Computers,60+,35,2615.1
"Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black","Cameras and camcorders",60+,9,2343.97
"The Phone Company PDA GPS Phone 4.7 inch L950 Black","Cell phones",60+,51,11874.03
"MGS Age of Mythology: The Titans Expansion M350","Games and Toys",60+,36,1396.23
"Proseware Screen 106in M1609 White",Computers,60+,3,523.54
"Contoso Centrex Phone System L10 Black","Cell phones",60+,26,681.88
"Proseware Laser Fax Printer E100 Grey",Computers,60+,18,765.14
"The Phone Company Touch Screen Phone 1600 TFT-2.2" L200 Gold","Cell phones",60+,62,21305.79
"Contoso Wireless Laser Mouse M55 Black",Computers,60+,20,725.45
"SV 16xDVD M360 Black","TV and Video",60+,25,1633.08
"Fabrikam Coffee Maker Auto 5C E090 Silver","Home Appliances",60+,1,79.9
"The Phone Company Smart phones 4 GB of Memory M300 Grey","Cell phones",60+,40,4768.06
"Contoso Multi-line phones M30 Grey","Cell phones",60+,28,333.51
"Contoso Travel Charger for S-Series Battery E302 White","Cameras and camcorders",60+,19,537.63
"Contoso USB Optical Mouse E200 Grey",Computers,60+,15,150.79
"Proseware LCD24W X300 White",Computers,60+,6,3669.46
"Contoso behind Centrex X15 Black","Cell phones",60+,20,694.27
"WWI Stereo Bluetooth Headphones New Generation M370 Black",Audio,60+,110,7812.02
"The Phone Company Touch Screen Phones 26-2.2" M200 Grey","Cell phones",60+,45,5460.01
"MGS Halo 2 for Windows Vista 2009 E130","Games and Toys",60+,22,463.27
"Proseware Screen 80in E1010 Black",Computers,60+,4,238.01
"A. Datum Rangefinder Digital Camera X200 Black","Cameras and camcorders",60+,1,171.99
"SV 500GB USB 2.0 Portable External Hard Drive X405 White",Computers,60+,13,1837.31
"MGS Hand Games for students E400 Yellow","Games and Toys",60+,66,230.3
"SV 22xDVD M600 Black","TV and Video",60+,40,3984.33
"Proseware Mobile Receipt and Document Scanner M200 Grey",Computers,60+,18,1309.83
"Contoso Integrated Business Phone With card L10 White","Cell phones",60+,30,903.48
"Fabrikam SLR Camera M147 Grey","Cameras and camcorders",60+,46,8083.87
"Adventure Works 13" Color TV E25 Silver","TV and Video",60+,43,2398.94
"WWI LCD22W M2003 Black",Computers,60+,7,2902.61
"WWI 1GB Pulse Smart pen E50 White",Audio,60+,94,7251.5
"Adventure Works Coffee Maker Auto 10C M100 White","Home Appliances",60+,5,2412.08
"MGS Age of Mythology: Gold Edition 2009 E144","Games and Toys",60+,28,634.9
"Contoso Conversion Lens M550 Silver","Cameras and camcorders",60+,24,2669.11
"Contoso Mini Battery Charger Kit E320 White","Cameras and camcorders",60+,12,118.45
"WWI LCD22W M2003 White",Computers,60+,36,16297.86
"WWI Desktop PC1.80 E1801 Silver",Computers,60+,198,26928.5
"The Phone Company Touch Screen Phones 26-1.4" M250 Gold","Cell phones",60+,88,12794.27
"Contoso Microwave 1.0CuFt E0110 White","Home Appliances",60+,5,400.23
"Contoso Car power adapter M90 Black",Computers,60+,19,185.54
"Contoso Notebook Peripheral Kit M69 White",Computers,60+,9,80.19
"NT Bluetooth Active Headphones E202 White",Audio,60+,77,1503.41
"Proseware Color Ink jet Fax, Copier, Phone M250 White",Computers,60+,15,1294.85
"MGS Bicycle Board Games X500","Games and Toys",60+,62,4471.89
"SV 16xDVD M350 Black","TV and Video",60+,38,2454.92
"Fabrikam Coffee Maker 4C E080 Black","Home Appliances",60+,6,449.05
"The Phone Company Touch Screen Phones SAW/On-wall M806 Grey","Cell phones",60+,40,6616.2
"WWI Laptop16 M0160 White",Computers,60+,37,12088.49
"A. Datum Super-zoom Digital Camera X300 Black","Cameras and camcorders",60+,5,1123.4
"Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink","Cell phones",60+,37,85.9
"Contoso Touch Screen Phones - CRT M11 Black","Cell phones",60+,57,5524.59
"MGS Zoo Tycoon 2: Extinct Animals M210","Games and Toys",60+,28,1088.22
"WWI 4GB Video Recording Pen X200 Yellow",Audio,60+,105,20698.79
"Contoso Multimedia Speakers M25 Brown",Computers,60+,13,905.84
"SV PCI Network Adapter E903 Silver",Computers,60+,2,41.16
"Litware USB Durable Desk Soft Fan E1401 Blue","Home Appliances",60+,6,88.26
"Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black","Cell phones",60+,15,217.53
"Contoso Phone with 13-Number Memory (210) M301 Black","Cell phones",60+,19,163.97
"Proseware High-Performance Business-Class Laser Fax X200 White",Computers,60+,51,8679.77
"Fabrikam Refrigerator 4.6CuFt E2800 Green","Home Appliances",60+,8,1236.57
"A. Datum SLR Camera 35" M358 Grey","Cameras and camcorders",60+,31,5617.39
"WWI Desktop PC2.30 M2300 White",Computers,60+,138,41647.94
"Contoso Microwave 1.5CuFt X0110 Black","Home Appliances",60+,9,3587.34
"Contoso Connectivity Starter Kit Smart Buy M680 Grey",Computers,60+,3,58.35
"Proseware Laser Jet Printer E100 Black",Computers,60+,14,620.97
"MGS Return of Arcade Anniversary Edition 2009 E176","Games and Toys",60+,16,237.81
"MGS Bicycle Casino Games X700","Games and Toys",60+,27,2034.86
"Proseware Laser Fax Printer E100 White",Computers,60+,11,449.59
"The Phone Company Smart phones Expert M400 Gold","Cell phones",60+,28,4750.14
"Contoso Home Theater System 5.1 Channel M1520 Silver","TV and Video",60+,8,1388.54
"Fabrikam Microwave 2.2CuFt M1250 Red","Home Appliances",60+,3,360.04
"Contoso Multi-Use Terminal Cable E308 Black","Cameras and camcorders",60+,13,209.82
"WWI Projector 720p LCD56 White",Computers,60+,16,6143.13
"SV DVD 48 DVD Storage Binder M50 Black","Music, Movies and Audio Books",60+,111,1085.54
"MGS Kings & Myths: The Age Collection2009 E147","Games and Toys",60+,36,820.38
"Contoso Coffee Maker Super-Auto 12C X1250 Black","Home Appliances",60+,23,28305.9
"The Phone Company Microsoft Windows Mobile M200 White","Cell phones",60+,24,2663.26
"Contoso 16GB New Generation MP5 Player M1650 Pink",Audio,60+,36,4686.94
"Contoso Home Theater System 2.1 Channel E1220 White","TV and Video",60+,2,163.5
"Contoso Microwave 2.2CuFt M0126 Grey","Home Appliances",60+,17,1542.2
"MGS MechWarrior 4: Vengeance X800","Games and Toys",60+,21,1466.54
"The Phone Company Smart phones 320 x 320 M86 Gold","Cell phones",60+,20,2991.7
"A. Datum Bridge Digital Camera M300 Grey","Cameras and camcorders",60+,34,3447.66
"The Phone Company PDA Handheld 3.7 inch M630 Black","Cell phones",60+,14,1958.76
"Fabrikam Laptop19W M9800 Black",Computers,60+,25,18581.68
"Adventure Works LCD15 E100 Black",Computers,60+,11,525.04
"Contoso Projector 720p M621 White",Computers,60+,18,9389.42
"Adventure Works Coffee Maker Super-Auto 12C X125 Grey","Home Appliances",60+,1,1103.32
"The Phone Company Touch Screen Phones - LCD M12 Grey","Cell phones",60+,45,5423.91
"Contoso Water Heater 1.5GPM E0800 Silver","Home Appliances",60+,39,4285.08
"MGS Zoo Tycoon 2 E108","Games and Toys",60+,29,859.08
"MGS Dal of Honor Airborne 2008 M430","Games and Toys",60+,36,626.52
"Contoso 4GB Portable MP3 Player M450 White",Audio,60+,22,965.87
"Fabrikam Microwave 2.2CuFt M1250 Silver","Home Appliances",60+,36,3625.49
"The Phone Company Smart phones 4 GB of Memory M300 Pink","Cell phones",60+,29,3744.86
"Contoso Telephoto Conversion Lens X400 Black","Cameras and camcorders",60+,14,5685.1
"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey","Cameras and camcorders",60+,42,13562
"Contoso Washer & Dryer 24in M240 Blue","Home Appliances",60+,1,894.57
"Adventure Works 42" LCD HDTV M55 Black","TV and Video",60+,43,16146.34
"WWI Laptop19W X0196 White",Computers,60+,10,8686.2
"Contoso Phone Tough Skin Case E140 Black","Cell phones",60+,45,519.23
"Fabrikam Laptop17W M7080 Black",Computers,60+,12,5575.44
"Fabrikam Coffee Maker 4C E080 White","Home Appliances",60+,17,1032.42
"Proseware Laptop15 M510 Black",Computers,60+,18,6066.45
"MGS Rise of Nations: Rise of Legends M290","Games and Toys",60+,23,852.35
"Contoso Water Heater 4.0GPM M1250 Red","Home Appliances",60+,24,9425.6
"The Phone Company Smart phones 4 GB of Memory M300 Gold","Cell phones",60+,35,4451.99
"Proseware Wall Lamp E0315 White","Home Appliances",60+,14,613.94
"Proseware Photo Inkjet Printer M100 Grey",Computers,60+,12,999.13
"The Phone Company Smart phones Unlocked M300 Pink","Cell phones",60+,35,5319.5
"Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey","Cameras and camcorders",60+,11,4499.76
"Contoso 8GB Clock & Radio MP3 Player X850 Silver",Audio,60+,21,3815.24
"Fabrikam Refrigerator 24.7CuFt X9800 Brown","Home Appliances",60+,6,12838.62
"Proseware Scan Jet Digital Flat Bed Scanner M300 Green",Computers,60+,14,894.77
"MGS Hand Games for Office worker L299 Red","Games and Toys",60+,125,1407.71
"Contoso Laptop Starter Bundle M200 Black",Computers,60+,6,53.46
"Litware Microwave 1.6CuFt M125 Blue","Home Appliances",60+,28,2654.46
"WWI Wireless Bluetooth Stereo Headphones M170 Black",Audio,60+,45,3007.13
"Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey","Cameras and camcorders",60+,13,3648.58
"Litware Refrigerator 3.2CuFt E160 Blue","Home Appliances",60+,11,1509.64
"Contoso 8GB Clock & Radio MP3 Player X850 Black",Audio,60+,16,2884.44
"Proseware Projector 720p LCD56 White",Computers,60+,9,3326.79
"Litware Home Theater System 4.1 Channel M411 Black","TV and Video",60+,4,1480.52
"A. Datum Rangefinder Digital Camera X200 Orange","Cameras and camcorders",60+,20,2567.45
"Contoso Air conditioner 5200BTU E0100 Grey","Home Appliances",60+,5,269.55
"Adventure Works LCD17W E203 White",Computers,60+,8,550.92
"Proseware Slim-Design Fax Machine with Answering System X180 Grey",Computers,60+,21,3230.7
"Proseware Projector 480p LCD12 Black",Computers,60+,8,898
"Contoso ADSL Modem Splitter/Filter X 2 E200 Black",Computers,60+,10,105.85
"Adventure Works LCD20 M210 White",Computers,60+,20,2797.8
"Adventure Works Laptop15.4W M1548 Black",Computers,60+,27,10422.97
"Contoso Screen 125in M250 White",Computers,60+,22,6890.48
"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","Cell phones",60+,41,5797.62
"Proseware Professional Quality Plain-Paper Fax and Copier X100 Green",Computers,60+,15,2352.78
"Adventure Works Coffee Maker 4C E080 Grey","Home Appliances",60+,15,1061.75
"The Phone Company Sharp Touch Screen Phones M910 Black","Cell phones",60+,50,8412.18
"MGS Rise of Nations: Thrones and Patriots2009 E145","Games and Toys",60+,39,932.75
"Litware 18'' Adjustable Oscillating Pedestal Fan E301 Silver","Home Appliances",60+,12,193.08
"Fabrikam Trendsetter 1/2" 3mm X300 Orange","Cameras and camcorders",60+,18,13606.57
"Contoso Mini Battery Charger Kit E320 Silver","Cameras and camcorders",60+,2,27.8
"The Phone Company PDA Palm 4.7 inch L850 White","Cell phones",60+,28,7268.44
"A. Datum Consumer Digital Camera E100 Grey","Cameras and camcorders",60+,29,4843.53
"Proseware Laptop12 M210 Black",Computers,60+,12,2194.1
"A. Datum Compact Digital Camera M200 Grey","Cameras and camcorders",60+,8,525.04
"Contoso Home Theater System 4.1 Channel M1420 Black","TV and Video",60+,8,1882.24
"Fabrikam Business Videographer 2/3'' 17mm M280 Grey","Cameras and camcorders",60+,22,11192.98
"Contoso Expandable1-Handset Cordless Phone System M207 Black","Cell phones",60+,31,796.62
"Proseware Screen 85in E1010 White",Computers,60+,22,1715.64
"Adventure Works Wall Lamp E2150 White","Home Appliances",60+,6,352.92
"Contoso Centrex Phone System L10 Grey","Cell phones",60+,12,324.63
"Proseware Wireless Photo All-in-One Printer M390 White",Computers,60+,19,1865.75
"The Phone Company PDA Palm 3.5 inch M810 White","Cell phones",60+,16,2634.43
"A. Datum Advanced Digital Camera M300 Grey","Cameras and camcorders",60+,14,1204.07
"Fabrikam Home and Vacation Moviemaker 1/2" 3mm M300 Orange","Cameras and camcorders",60+,22,6373.77
"Contoso Phone with Memory Dialing-2 lines E90 Black","Cell phones",60+,28,253.38
"Contoso 1G MP3 Player E100 White",Audio,60+,16,118.01
"The Phone Company Smart phones 320 x 320 M86 Pink","Cell phones",60+,54,8215.06
"Contoso Home Theater System 2.1 Channel E1220 Brown","TV and Video",60+,1,97.54
"Contoso 8GB MP3 Player new model M820 Yellow",Audio,60+,11,794.96
"The Phone Company PDA GPS Phone 3.7 inch M930 Silver","Cell phones",60+,27,4192.12
"A. Datum SLR-like Digital Camera M400 Orange","Cameras and camcorders",60+,14,1450.84
"Proseware LCD24 X300 White",Computers,60+,25,12800.28
"Proseware Projector 720p DLP56 Black",Computers,60+,11,5935.6
"WWI Screen 106in M1609 White",Computers,60+,20,2504.34
"Fabrikam SLR Camera X149 Blue","Cameras and camcorders",60+,28,11396.49
"MGS King& Myths: The Age Collection M340","Games and Toys",60+,23,868.78
"A. Datum SLR Camera M135 Black","Cameras and camcorders",60+,17,3184.96
"MGS Dungeon Siege II E105","Games and Toys",60+,21,531.33
"Adventure Works LCD19W M100 Black",Computers,60+,18,1740.24
"Fabrikam Budget Movie-Maker 1'' 25mm E400 Black","Cameras and camcorders",60+,12,2404.05
"MGS Halo 2 for Windows Vista M220","Games and Toys",60+,39,1462.69
"The Phone Company Smart phones Expert M400 Black","Cell phones",60+,30,4684.84
"SV Car Video LCD7W M7081 Silver","TV and Video",60+,7,1638.31
"Proseware LCD20 M200 Black",Computers,60+,28,3648.62
"A. Datum SLR Camera 35" M358 Black","Cameras and camcorders",60+,14,2397.8
"Fabrikam Microwave 0.9CuFt E0900 White","Home Appliances",60+,28,1267.93
"The Phone Company Touch Screen Phones - CRT M11 Black","Cell phones",60+,38,3787.96
